id,field,category,tag,difficulty,question,c1,c2,c3,c4,answer,explanation,review_text,source_name,source_detail,source_url,is_original,is_modified
HIM0018,専門分野,診療情報管理,診療録管理,2,退院時サマリーの管理で適切な対応はどれか。,医師の多忙を理由に永久に未作成でよい,診療録と無関係な書類として扱う,作成期限や記載項目を定め、未作成を把握して督促する,患者から求められるまで一切確認しない,3,退院時サマリーは診療経過の要約であり、完成率や期限管理が診療情報管理の重要業務となる。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,診療録管理では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0019,専門分野,診療情報管理,診療録監査,2,診療録監査で確認すべき観点として最も適切なものはどれか。,患者属性の一部だけ,病棟の勤務表だけ,文書の保管棚番号だけ,必要記載の有無、署名、説明同意、整合性など,4,診療録監査では記載の完全性、適時性、整合性、同意書、署名などを確認する。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,診療録監査では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0020,専門分野,診療情報管理,量的監査,2,量的監査の説明として最も適切なものはどれか。,必要書類や記載項目がそろっているか確認する,診療内容の医学的妥当性だけを専門的に評価する,診療録の保管場所だけを採点する,患者アンケート結果だけを確認する,1,量的監査は書類や記載項目の有無を中心に確認し、質的監査は内容の妥当性等に踏み込む。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,量的監査では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0021,専門分野,疾病分類,ICD分類,1,ICDを用いる主な目的として最も適切なものはどれか。,疾病・死因を国際的に比較可能な形で分類する,患者氏名を匿名化する専用制度である,薬剤の棚卸だけを行う,医師の自由記載をすべて禁止する,1,ICDは疾病および関連保健問題を分類し、統計や国際比較に利用される。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,ICD分類では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0022,専門分野,疾病分類,ICD分類,2,傷病名コーディングで適切な対応はどれか。,診療録の根拠を確認し、標準病名や分類ルールに沿ってコード化する,毎回同じコードに固定する,最も点数が高くなりそうな病名を選ぶ,略語だけを見て推測でコードを決める,1,コーディングでは診療録の根拠、診断の確定度、分類ルール、標準病名との対応確認が重要である。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,ICD分類では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0023,専門分野,疾病分類,死因分類,3,原死因を選択する考え方として最も適切なものはどれか。,死亡診断書の一番上にある語を常に選ぶ,入院費が最も高い処置名を選ぶ,最後に実施した検査名を選ぶ,死亡に至る一連の事象を開始した疾病・損傷を重視する,4,死因統計では死亡に至る連鎖を開始した原因を原死因として選択する考え方がある。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,死因分類では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0024,専門分野,疾病分類,がん登録,2,院内がん登録で重要な情報として最も適切なものはどれか。,外来受付番号や会計番号だけを登録する,受診時の待合順だけを登録する,部位、組織型、進展度、治療情報など,生活歴や家族歴だけを登録項目として扱う,3,がん登録では腫瘍の部位、組織型、進展度、診断・治療情報等を正確に登録する。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,がん登録では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0025,専門分野,DPC,DPC/PDPS,2,DPC/PDPSに関する説明として最も適切なものはどれか。,診療録を保存しないための制度である,診断群分類に基づく急性期入院医療の包括評価制度である,全外来診療を完全出来高で評価しない制度である,病院給食だけを分類する制度である,2,DPC/PDPSは診断群分類を用いた急性期入院医療の包括評価制度で、診療情報の精度が重要である。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,DPC/PDPSでは、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0026,専門分野,DPC,様式1,2,DPCデータの様式1で扱う内容として近いものはどれか。,医療機関の職員配置表のみ,医療機器の保守点検記録のみ,患者基本情報、診断情報、入退院情報など,病院の物品購入履歴のみ,3,様式1はDPC調査における患者属性や診断、入退院、手術等に関わる重要データである。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,様式1では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0027,専門分野,DPC,EFファイル,3,EFファイルに関する説明として最も適切なものはどれか。,診療録の保管場所だけを記録するファイル,職員名簿を保存するためのファイル,患者属性や病棟メモだけを記録するファイル,診療行為や請求情報等を分析するためのデータである,4,EFファイルは診療行為、薬剤、材料、点数等の分析に利用される。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,EFファイルでは、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0028,専門分野,医療統計,平均在院日数,2,平均在院日数を見る目的として最も適切なものはどれか。,医師の所属診療科を分類する,病棟設備の数量を集計する,入院医療の効率性や患者動向を把握する,患者属性だけを集計する,3,平均在院日数は病床運用、医療提供体制、DPC分析などで重要な基本指標である。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,平均在院日数では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0029,専門分野,医療統計,病床利用率,2,病床利用率の解釈として適切なものはどれか。,外来患者の年齢構成のみ,病院の駐車場が混雑している割合,病床がどの程度使われているかを示す指標である,診療録の文字数の割合,3,病床利用率は稼働病床に対する入院患者利用状況を示す管理指標である。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,病床利用率では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0030,専門分野,医療統計,再入院率,3,再入院率を分析する際に注意すべき点として適切なものはどれか。,疾患特性や予定再入院・緊急再入院の違いを考慮する,すべて医療の質低下と断定する,患者名の五十音順だけで評価する,季節や疾患を一切考慮しない,1,再入院率は質指標として用いられるが、予定再入院や疾患特性などの調整が重要である。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,再入院率では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0031,専門分野,情報管理,個人情報保護,1,診療情報を取り扱う際の基本姿勢として最も適切なものはどれか。,家族であれば本人確認なしに全情報を渡す,利用目的、権限、必要最小限、守秘を意識する,SNSで匿名化せず共有する,興味があれば職員なら誰でも閲覧できる,2,診療情報は要配慮性が高く、目的外利用や不適切閲覧を防ぐ管理が必要である。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,個人情報保護では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0032,専門分野,情報管理,アクセス権限,2,電子カルテのアクセス権限管理で適切なものはどれか。,職務に応じた権限設定とログ確認を行う,パスワードを部署内で共有する,退職者アカウントを残しておく,全職員に同じ管理者権限を付与する,1,アクセス権限は必要最小限の原則に基づき、異動・退職時の変更やログ監査も重要である。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,アクセス権限では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0033,専門分野,情報管理,情報セキュリティ,2,情報セキュリティの三要素として最も適切なものはどれか。,機密性・完全性・可用性,迅速性・収益性・娯楽性,美観性・拡張性・宣伝性,匿名性・口頭性・一時性,1,情報セキュリティではCIA、すなわち機密性・完全性・可用性が基本となる。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,情報セキュリティでは、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0034,専門分野,医療情報システム,電子カルテ,1,電子カルテ運用で重要な管理として最も適切なものはどれか。,誰が変更したか分からない状態にする,障害時手順を用意しない,入力者、入力時刻、変更履歴などを確認できる状態にする,紙に印刷したら電子記録をすぐ削除する,3,電子カルテでは真正性、保存性、見読性、監査証跡、障害時対応が重要である。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,電子カルテでは、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0035,専門分野,医療情報システム,標準化,2,医療情報の標準化が必要な理由として最も適切なものはどれか。,施設ごとに全く別の意味で使うため,検索できないようにするため,施設間連携や統計分析で意味をそろえるため,施設内の慣習を優先し、用語や形式を統一しないため,3,病名、検査、薬剤、データ形式等の標準化は連携・分析・安全性に寄与する。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,標準化では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0036,専門分野,医療の質,QI,2,QI（Quality Indicator）の活用として最も適切なものはどれか。,患者属性の偏りだけを示す,病院設備の外観だけを評価する,記録項目を削減する目的だけに使う,医療の質を継続的に評価・改善する指標として用いる,4,QIは医療の構造・過程・結果などを測定し、改善活動につなげるために用いられる。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,QIでは、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0037,専門分野,医療の質,クリニカルパス,2,クリニカルパスの説明として最も適切なものはどれか。,個別性を考慮せず標準経過だけを機械的に適用する仕組み,標準的な診療過程を可視化し、逸脱や改善点を把握する仕組み,診療録を不要にする仕組み,診療報酬請求を行わないための帳票,2,クリニカルパスは標準的な診療計画を示し、バリアンス分析や質改善にも活用される。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,クリニカルパスでは、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0038,基礎分野,医学一般,解剖生理,2,消化器系の理解で適切なものはどれか。,胃・腸・肝胆膵などの役割を関連づけて理解する,腸管は血液を全く吸収しない,消化器は呼吸だけを担う,肝臓は尿を蓄える臓器である,1,消化器系は摂取、消化、吸収、代謝、排泄に関わる。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,解剖生理では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0039,基礎分野,医学一般,臨床医学,2,高血圧の管理で重要な視点はどれか。,症状がなければ診断名を記録しない,脳卒中・心疾患・腎障害などの合併症予防を意識する,合併症と全く関連しないものとして扱う,血圧値は診療情報として扱わない,2,高血圧は生活習慣病管理や合併症予防の観点から重要である。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,臨床医学では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0040,基礎分野,医学一般,臨床医学,2,慢性腎臓病の情報管理で重要な指標はどれか。,身長だけ,視力検査だけ,聴力検査だけ,eGFRや尿蛋白などの腎機能情報,4,慢性腎臓病では腎機能や尿所見、合併症の把握が重要である。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,臨床医学では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0041,基礎分野,医学一般,医療制度,2,退院支援で診療情報管理上重要なことはどれか。,退院後の連絡先を全員に公開する,個人情報なので一切連携しない,必要な診療情報を関係職種と適切に共有する,病名を意図的に変更する,3,退院支援では本人同意や目的を踏まえた情報共有が必要である。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,医療制度では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0042,専門分野,診療情報管理,診療録管理,2,同意書管理で適切な対応はどれか。,同意の有無は診療録と無関係とする,説明文書を紛失しても記録しない,手術・検査等に応じた同意書の有無と内容を確認する,患者署名欄は常に空欄でよい,3,同意書は説明と同意の記録であり、診療録監査の対象となる。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,診療録管理では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0043,専門分野,診療情報管理,診療録管理,2,診療録の訂正で適切な対応はどれか。,訂正前後の記録を残さず上書きする,元記録を完全に消して痕跡を残さない,別患者の記録に移して隠す,訂正者・日時・理由が追跡できるようにする,4,訂正履歴が追跡できることは真正性確保の観点で重要である。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,診療録管理では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
HIM0044,専門分野,疾病分類,ICD分類,2,主病名選択で適切な考え方はどれか。,請求額が最大になる名称を選ぶ,入院や診療資源投入の主因を診療録根拠に基づき確認する,患者が最初に話した症状名だけに固定する,最も短い病名を常に選ぶ,2,主病名は診療録の根拠、診療経過、資源投入を踏まえて適切に選択する。 他の選択肢は、根拠確認を省く、標準化を無視する、目的外利用につながる等の点で不適切である。,ICD分類では、用語の暗記だけでなく、診療録上の根拠、標準化、説明責任を結び付けて理解する。,診療情報管理士認定試験 公式出題範囲等を参照した独自作成,公式問題本文は転載せず、学習目的で作成したオリジナル問題,https://jha-e.jp/,1,0
